Product,Brand,Category,Style,Quantity,Quantity Units,Volume,Package,ABV,Units of Alcohol
13 Guns,Crafty Dan,Beer,IPA,330,ml,330,can,5.5,1.8
13 Guns,Crafty Dan,Beer,IPA,1,pint,568,draught,5.5,3.1
Abbot Ale,Greene King,Beer,Ale,500,ml,500,bottle,5.0,2.5
Abbot Ale,Greene King,Beer,Beer,1,pint,568,draught,5.0,2.8
Addlestones Cloudy,Addlestones,Cider,,500,ml,500,bottle,5.0,2.5
Addlestones Cloudy,Stone,Cider,,1,pint,568,draught,5.2,3.0
Adnams Broadside,Adnams,Beer,,1,pint,568,draught,4.7,2.7
Adnams Crystal Rye IPA,Adnams,Beer,Rye Beer,330,ml,330,can,5.0,1.7
Adnams Dry Hopped Lager,Adnams,Beer,Lager,330,ml,330,bottle,4.2,1.4
Adnams FreeWheel,Adnams,Beer,Summer Ale,1,pint,568,draught,3.6,2.0
Adnams Ghost Ship,Adnams,Beer,Pale Ale,1,pint,568,draught,4.5,2.6
Adnams Mosaic Pale Ale,Adnams,Beer,Pale Ale,330,ml,330,bottle,4.1,1.4
Adnams Mosaic Pale Ale,Adnams,Beer,Pale Ale,330,ml,330,can,4.1,1.4
Adnams Mosaic Pale Ale,Adnams,Beer,Pale Ale,1,pint,568,draught,4.1,2.3
Adnams Sloe Storm,Adnams,Beer,Amber Ale,1,pint,568,draught,4.0,2.3
Adnams Southwold Bitter,Adnams,Beer,Amber Ale,1,pint,568,draught,3.7,2.1
Ale Fresco,Greene King,Beer,Ale,1,pint,568,draught,4.3,2.4
Alhambra Especial,Alhambra,Beer,Lager,1,pint,568,draught,4.8,2.7
Alhambra Reserva,Alhambra,Beer,Lager,330,ml,330,bottle,6.4,2.1
Amarillo Single Hop Session IPA,Greene King,Beer,IPA,1,pint,568,draught,3.8,2.2
Amigos,Amigos,Beer,Lager,330,ml,330,bottle,5.1,1.7
Amstel,Amstel,Beer,Lager,330,ml,330,bottle,4.1,1.4
Amstel Lager,Amstel,Beer,Lager,1,pint,568,draught,4.1,2.3
Anchor California Lager,Anchor,Beer,Lager,355,ml,355,bottle,4.9,1.7
Anchor Liberty Ale,Anchor,Beer,IPA,355,ml,355,bottle,5.9,2.1
Anchor Porter,Anchor,Beer,Porter,335,ml,335,bottle,5.6,1.9
Anchor Steam Beer,Anchor,Beer,Steam Beer,355,ml,355,bottle,4.8,1.7
Anchor Steam Beer,Anchor,Beer,Steam Beer,1,pint,568,draught,4.8,2.7
Angry Orchard Cider,Angry Orchard,Cider,,500,ml,500,bottle,5.0,2.5
Angry Orchard Hard Cider,Angry Orchard,Cider,,1,pint,568,draught,5.0,2.8
Ansells Drum Mild,Ansells,Beer,Bitter,1,pint,568,draught,3.2,1.8
Asahi Super Dry,Asahi,Beer,Lager,330,ml,330,bottle,5.2,1.7
Asahi Super Dry,Asahi,Beer,Lager,1,pint,568,draught,5.2,3.0
Ashton Press Cider,Ashton Press,Cider,,500,ml,500,bottle,4.8,2.4
Aspall Cyder,Aspall,Cider,,1,pint,568,draught,4.5,2.6
Aspall Cyderkyn,Aspall,Cider,,1,pint,568,draught,3.8,2.2
Aspall Draught Cyder,Aspall,Cider,,330,ml,330,bottle,5.5,1.8
Aspall Draught Cyder,Aspall,Cider,,1,pint,568,draught,5.5,3.1
Aspall Harry Sparrow,Aspall,Cider,,500,ml,500,bottle,4.6,2.3
Aspall Harry Sparrow,Aspall,Cider,,1,pint,568,draught,4.6,2.6
Aspall Isabel's Berry,Aspall,Cider,Fruit Cider,500,ml,500,bottle,3.8,1.9
Aspall Mulled Cyder,Aspall,Cider,Mulled Cider,1,pint,568,draught,3.8,2.2
Aspall Peronelle's Blush,Aspall,Cider,Fruit Cider,500,ml,500,bottle,4.0,2.0
Aspall Premier Cru Cyder,Aspall,Cider,,500,ml,500,bottle,7.0,3.5
Babycham Popping Cork,Babycham,Cider,Perry,75,cl,750,bottle,5.5,4.1
Back of the Net,Greene King,Beer,Blonde Ale,1,pint,568,draught,4.1,2.3
Bad Apple Cider,Bad Apple,Cider,,1,pint,568,draught,5.1,2.9
Bah Humbug,Wychwood,Beer,Ale,1,pint,568,draught,4.3,2.4
Bass,Bass,Beer,,500,ml,500,bottle,4.4,2.2
Bass,Bass,Beer,Ale,1,pint,568,draught,4.4,2.5
Bass Smooth,Bass,Beer,,1,pint,568,draught,3.6,2.0
Bath Ales Gem,Bath Ales,Beer,Bitter,1,pint,568,draught,4.1,2.3
Beck's Bier,Beck's,Beer,Lager,275,ml,275,bottle,4.8,1.3
Beck's Bier,Beck's,Beer,Lager,1,pint,568,draught,4.9,2.8
Beck's Blue,Beck's,Beer,Lager,275,ml,275,bottle,0.0,0.0
Beck's Vier,Beck's,Beer,Lager,1,pint,568,draught,4.0,2.3
Bedlam Pale Ale,Bedlam,Beer,Pale Ale,1,pint,568,draught,4.8,2.7
Beerd Monterey,Beerd,Beer,Pale Ale,1,pint,568,draught,3.1,1.8
Belhaven Best,Belhaven,Beer,Bitter,1,pint,568,draught,3.2,1.8
Belhaven Export 80/- ,Belhaven,Beer,Ale,500,ml,500,bottle,3.9,2.0
Belhaven Light,Belhaven,Beer,Ale,1,pint,568,draught,2.7,1.5
Bellerose Blonde,Bellerose,Beer,Lager,330,ml,330,bottle,6.5,2.1
Bellerose Blonde Extra,Bellerose,Beer,Lager,330,ml,330,bottle,6.5,2.1
Belleville Balham Black Lager,Belleville,Beer,Lager,330,ml,330,can,4.6,1.5
Bellfield Bohemian Pilsner Gluten Free,Bellfield,Beer,Lager,330,ml,330,bottle,4.5,1.5
Bellfield Bohmenian Pilsner,Bellfield,Beer,Lager,1,pint,568,draught,4.5,2.6
Bellfield Lawless Village IPA,Bellfield,Beer,IPA,1,pint,568,draught,4.5,2.6
Bellfield Lawless Village IPA Gluten Free,Bellfield,Beer,IPA,330,ml,330,bottle,4.5,1.5
Berliner Heist,The London Beer Factory,Beer,Sour Beer,330,ml,330,can,3.5,1.2
Berliner Pilsner,Berliner,Beer,Lager,330,ml,330,can,5.0,1.7
Berliner Pilsner,Berliner,Beer,Lager,1,pint,568,draught,5.0,2.8
Betty Stogs,Skinners,Beer,Bitter,1,pint,568,draught,4.0,2.3
Beyond The Pale,The London Beer Factory,Beer,Pale Ale,330,ml,330,can,4.2,1.4
Beyond the Pale,The London Beer Factory,Beer,Pale Ale,1,pint,568,draught,4.2,2.4
Big Hug Juicy Pale,Big Hug Brewing,Beer,Pale Ale,330,ml,330,can,4.0,1.3
Big Hug Juicy Pale,Big Hug Brewing,Beer,Pale Ale,1,pint,568,draught,4.0,2.3
Big Hug Pilsner,Big Hug Brewing,Beer,Lager,330,ml,330,can,4.2,1.4
Big Hug Pilsner,Big Hug Brewing,Beer,Lager,1,pint,568,draught,4.2,2.4
Big Hug Spirit Pale Ale,Big Hug Brewing,Beer,Pale Ale,330,ml,330,bottle,4.2,1.4
Big Hug Spirit Pale Ale,Big Hug Brewing,Beer,Lager,330,ml,330,can,4.2,1.4
Big Hug White IPA,Big Hug Brewing,Beer,IPA,330,ml,330,bottle,5.2,1.7
Big Hug White IPA,Big Hug Brewing,Beer,IPA,330,ml,330,can,5.2,1.7
Big Hug White IPA,Big Hug Brewing,Beer,IPA,1,pint,568,draught,5.2,3.0
Birra del Borgo Cortigianna,Birra del Borgo,Beer,Pale Ale,33,cl,330,bottle,5.0,1.7
Birra Del Borgo Lisa,Birra del Borgo,Beer,Lager,1,pint,568,draught,5.0,2.8
Birra Moretti,Birra Moretti,Beer,Lager,330,ml,330,bottle,4.6,1.5
Birra Moretti,Birra Moretti,Beer,Lager,330,ml,330,can,4.6,1.5
Birra Moretti,Birra Moretti,Beer,Lager,1,pint,568,draught,4.6,2.6
Birra Poretti,Poretti,Beer,Lager,1,pint,568,draught,4.8,2.7
Birra Poretti 3,Poretti,Beer,Lager,1,pint,568,draught,4.8,2.7
Bishops Farewell,Oakham Ales,Beer,Ale,500,ml,500,bottle,4.6,2.3
Bishops Finger,Shepherd Neame,Beer,Ale,500,ml,500,bottle,5.4,2.7
Bishops Finger,Shepherd Neame,Beer,Ale,1,pint,568,draught,5.0,2.8
Bitburger Pils,Bitburger,Beer,Lager,1,pint,568,draught,4.8,2.7
Black Sheep Ale,Black Sheep,Beer,Ale,500,ml,500,bottle,4.4,2.2
Black Sheep Ale,Black Sheep,Beer,Ale,1,pint,568,draught,4.4,2.5
Black Sheep Best Bitter,Black Sheep,Beer,Bitter,1,pint,568,draught,3.8,2.2
Black Sheep Bitter,Black Sheep,Beer,Bitter,1,pint,568,draught,3.8,2.2
Black Sheep Blind Side,Black Sheep,Beer,Ale,1,pint,568,draught,4.3,2.4
Black Sheep Blitzen,Black Sheep,Beer,Ale,1,pint,568,draught,4.0,2.3
Black Sheep Golden Sheep,Black Sheep,Beer,Ale,500,ml,500,bottle,4.7,2.4
Black Sheep Milk Stout,Black Sheep,Beer,Stout,1,pint,568,draught,4.4,2.5
Black Sheep Pathmaker,Black Sheep,Beer,Pale Ale,1,pint,568,draught,4.0,2.3
Black Sheep Riggwelter,Black Sheep,Beer,Ale,500,ml,500,bottle,5.7,2.9
Black Sheep Velo,Black Sheep,Beer,Pale Ale,1,pint,568,draught,4.2,2.4
Blackthorn Gold,Blackthorn,Cider,,440,ml,440,can,4.7,2.1
Blackthorn Gold,Blackthorn,Cider,,1,pint,568,draught,4.7,2.7
Blind Pig Bourbon & Blueberry,Blind Pig,Cider,Fruit Cider,355,ml,355,bottle,5.5,2.0
Blind Pig Whiskey Honey & Apple,Blind Pig,Cider,,355,ml,355,bottle,5.5,2.0
Blue Moon,Blue Moon,Beer,Wheat Beer,330,ml,330,bottle,5.4,1.8
Blue Moon,Blue Moon,Beer,Wheat Beer,1,pint,568,draught,5.4,3.1
Blue Point Toasted,Blue Point,Beer,Lager,1,pint,568,draught,5.5,3.1
Boddingtons,Boddingtons,Beer,Bitter,440,ml,440,can,3.8,1.7
Boddingtons,Boddingtons,Beer,Bitter,1,pint,568,draught,3.5,2.0
Bolee D'Armorique Cidre Brut,Bolee D'Armorique,Cider,,330,ml,330,bottle,5.0,1.7
Bombardier,Bombardier,Beer,Bitter,500,ml,500,bottle,4.7,2.4
Bombardier,Bombardier,Beer,Bitter,1,pint,568,draught,4.1,2.3
Bombardier Burning Gold,Bombardier,Beer,Ale,1,pint,568,draught,4.1,2.3
Bombardier Pale Ale,Bombardier,Beer,Pale Ale,1,pint,568,draught,3.6,2.0
Bonkers Conkers,Greene King,Beer,,1,pint,568,draught,4.1,2.3
Boulevard Single-Wide IPA,Boulevard,Beer,IPA,330,ml,330,bottle,5.7,1.9
Boulevard Tank7,Boulevard,Beer,Ale,330,ml,330,bottle,8.5,2.8
Boulveard Single-Wide IPA,Boulevard,Beer,IPA,1,pint,568,draught,5.7,3.2
Brahma,Brahma,Beer,Lager,330,ml,330,bottle,4.3,1.4
Brahma,Brahma,Beer,Lager,1,pint,568,draught,4.3,2.4
Brains Bitter Smooth,Brains,Beer,Bitter,1,pint,568,draught,3.7,2.1
BrewDog 5AM Saint,BrewDog,Beer,Red Ale,330,ml,330,bottle,5.0,1.7
BrewDog Clockwork Tangerine,BrewDog,Beer,IPA,330,ml,330,can,4.5,1.5
BrewDog Clockwork Tangerine,BrewDog,Beer,IPA,1,pint,568,draught,4.5,2.6
BrewDog Dead Pony Club,BrewDog,Beer,Pale Ale,330,ml,330,bottle,3.8,1.3
BrewDog Dead Pony Club,BrewDog,Beer,Pale Ale,330,ml,330,can,3.8,1.3
BrewDog Dead Pony Club,BrewDog,Beer,Pale Ale,1,pint,568,draught,3.8,2.2
BrewDog Electric India,BrewDog,Beer,IPA,330,ml,330,can,5.2,1.7
BrewDog Electric India,BrewDog,Beer,IPA,1,pint,568,draught,5.6,3.2
BrewDog Elvis Juice,BrewDog,Beer,IPA,330,ml,330,bottle,6.5,2.1
BrewDog Elvis Juice,BrewDog,Beer,IPA,330,ml,330,can,6.5,2.1
BrewDog Elvis Juice,BrewDog,Beer,IPA,1,pint,568,draught,6.5,3.7
BrewDog Get Out Claus,BrewDog,Beer,Stout,330,ml,330,bottle,8.2,2.7
BrewDog Hoppy Christmas,BrewDog,Beer,IPA,330,ml,330,bottle,7.2,2.4
BrewDog Indie Pale Ale,BrewDog,Beer,Pale Ale,1,pint,568,draught,4.2,2.4
Brewdog Jet Black Heart,BrewDog,Beer,Stout,330,ml,330,bottle,4.7,1.6
Brewdog Jet Black Heart,BrewDog,Beer,Stout,1,pint,568,draught,4.7,2.7
BrewDog Kingpin Lager,BrewDog,Beer,Lager,330,ml,330,bottle,4.7,1.6
BrewDog Kingpin Lager,BrewDog,Beer,Lager,330,ml,330,can,4.7,1.6
BrewDog Kingpin Lager,BrewDog,Beer,Lager,1,pint,568,draught,4.7,2.7
BrewDog Lost Lager,BrewDog,Beer,Lager,330,ml,330,bottle,4.7,1.6
BrewDog Lost Lager,BrewDog,Beer,Lager,1,pint,568,draught,4.7,2.7
BrewDog Mistletoe Mafia,BrewDog,Beer,Lager,330,ml,330,bottle,4.5,1.5
BrewDog Nanny State,BrewDog,Beer,Ale,330,ml,330,bottle,0.5,0.2
BrewDog Punk IPA,BrewDog,Beer,IPA,330,ml,330,bottle,5.6,1.8
BrewDog Punk IPA,BrewDog,Beer,IPA,330,ml,330,can,5.6,1.8
BrewDog Santa Paws,BrewDog,Beer,Ale,330,ml,330,bottle,4.5,1.5
BrewDog Slot Machine,BrewDog,Beer,IPA,330,ml,330,can,5.2,1.7
BrewDog Slot Machine,BrewDog,Beer,IPA,1,pint,568,draught,5.2,3.0
BrewDog Vagabond,BrewDog,Beer,Pale Ale,330,ml,330,bottle,4.5,1.5
BrewDog Zeitgeist,BrewDog,Beer,Lager,1,pint,568,draught,4.7,2.7
BrewDog Zeitgeist Black Lager,BrewDog,Beer,Lager,330,ml,330,can,4.7,1.6
Brewgooder Clean Water Lager,Brewgooder,Beer,Lager,330,ml,330,bottle,4.5,1.5
Brewgooder Clean Water Lager,Brewgooder,Beer,Lager,330,ml,330,can,4.5,1.5
Brewgooder Clean Water Lager,Brewgooder,Beer,Lager,1,pint,568,draught,4.5,2.6
Brooklyn 1/2 Ale,Brooklyn,Beer,Ale,355,ml,355,bottle,3.4,1.2
Brooklyn Brown Ale,Brooklyn,Beer,Brown Ale,355,ml,355,bottle,5.6,2.0
Brooklyn Lager,Brooklyn,Beer,Lager,355,ml,355,bottle,5.2,1.8
Brooklyn Lager,Brooklyn,Beer,Lager,355,ml,355,can,5.2,1.8
Brooklyn Lager,Brooklyn,Beer,Lager,1,pint,568,draught,5.2,3.0
Brooklyn Naranjito,Brooklyn,Beer,Pale Ale,355,ml,355,bottle,4.5,1.6
Brooklyn Summer Ale,Brooklyn,Beer,Summer Ale,355,ml,355,bottle,5.0,1.8
Brothers Coconut & Lime,Brothers,Cider,Fruit Cider,500,ml,500,bottle,4.0,2.0
Brothers Pear Cider,Brothers,Cider,Perry,1,pint,568,draught,5.0,2.8
Brothers Rhubarb & Custard,Brothers,Cider,Fruit Cider,500,ml,500,bottle,4.0,2.0
Brothers Strawberry & Kiwi,Brothers,Cider,Fruit Cider,500,ml,500,bottle,4.0,2.0
Brothers Strawberry & Lime,Brothers,Cider,Fruit Cider,500,ml,500,bottle,4.0,2.0
Brothers Strawberry and Pear,Brothers,Cider,Fruit Cider,500,ml,500,bottle,4.0,2.0
Brothers Toffee Apple,Brothers,Cider,,500,ml,500,bottle,4.0,2.0
Brothers Wild Fruit,Brothers,Cider,Fruit Cider,500,ml,500,bottle,4.0,2.0
Bucket Of Blood,St Austell,Beer,Ale,1,pint,568,draught,4.5,2.6
Bud Light,Budweiser,Beer,Lager,300,ml,300,bottle,3.5,1.1
Bud Light,Budweiser,Beer,Lager,440,ml,440,can,3.5,1.5
Bud Light,Budweiser,Beer,Lager,1,pint,568,draught,3.5,2.0
Budweiser,Budweiser,Beer,Lager,473,ml,473,aluminium bottle,4.5,2.1
Budweiser,Budweiser,Beer,Lager,330,ml,330,bottle,4.5,1.5
Budweiser,Budweiser,Beer,Lager,660,ml,660,bottle,4.5,3.0
Budweiser,Budweiser,Beer,Lager,440,ml,440,can,4.5,2.0
Budweiser,Budweiser,Beer,Lager,500,ml,500,can,4.5,2.3
Budweiser,Budweiser,Beer,Lager,1,pint,568,draught,4.5,2.6
Budweiser Budvar,Budweiser Budvar,Beer,Lager,500,ml,500,bottle,5.0,2.5
Budweiser Budvar,Budweiser Budvar,Beer,Lager,330,ml,330,bottle,5.0,1.7
Budweiser Budvar,Budweiser Budvar,Beer,Lager,330,ml,330,can,5.0,1.7
Budweiser Budvar,Budweiser Budvar,Beer,Lager,1,pint,568,draught,5.0,2.8
Budweiser Budvar B:FREE,Budweiser Budvar,Beer,Lager,330,ml,330,bottle,0.5,0.2
Budweiser Budvar Dark,Budweiser Budvar,Beer,Lager,500,ml,500,bottle,4.7,2.4
Budweiser Budvar Krausened,Budweiser Budvar,Beer,Lager,1,pint,568,draught,4.0,2.3
Budweiser Prohibition Brew,Budweiser,Beer,Lager,330,ml,330,can,0.0,0.0
Bulmers Blueberry and Lime,Bulmers,Cider,Fruit Cider,500,ml,500,bottle,4.0,2.0
Bulmers Crushed Red Berries & Lime,Bulmers,Cider,Fruit Cider,500,ml,500,bottle,4.0,2.0
Bulmers Orchard Pioneers Kier's Cloudy Apple,Bulmers,Cider,,500,ml,500,bottle,5.0,2.5
Bulmers Orchard Pioneers Sarah's Red Apple,Bulmers,Cider,,500,ml,500,bottle,5.0,2.5
Bulmers Original,Bulmers,Cider,,500,ml,500,bottle,4.5,2.3
Bulmers Pear,Bulmers,Cider,Perry,500,ml,500,bottle,4.5,2.3
Burning Kiss,Kissmeyer,Beer,Amber Ale,330,ml,330,bottle,5.5,1.8
Butcombe Bitter,Butcombe,Beer,Bitter,500,ml,500,bottle,4.5,2.3
Butcombe Bitter (Cask),Butcombe,Beer,Bitter,1,pint,568,draught,4.0,2.3
Butcombe Bitter (Keg),Butcombe,Beer,Bitter,1,pint,568,draught,4.5,2.6
Butcombe Gold,Butcombe,Beer,Bitter,500,ml,500,bottle,4.7,2.4
Butcombe Haka,Butcombe,Beer,Blonde Ale,1,pint,568,draught,4.5,2.6
By The Horns 2Tone London Lager,By The Horns,Beer,Lager,330,ml,330,bottle,4.5,1.5
By The Horns Stiff Upper Lip,By The Horns,Beer,Lager,330,ml,330,bottle,3.8,1.3
By The Horns Wolfie Smith,By The Horns,Beer,IPA,330,ml,330,bottle,5.2,1.7
Caesar Augustus,Williams Bros. Brewing Co.,Beer,Lager,500,ml,500,bottle,5.0,2.5
Caffrey's,Caffrey's,Beer,Ale,1,pint,568,draught,3.8,2.2
Caledonia Best,Caledonia,Beer,Bitter,1,pint,568,draught,3.2,1.8
Caledonian Three Hop,Caledonian,Beer,Lager,1,pint,568,draught,4.5,2.6
Camden Hells,Camden Town,Beer,Lager,330,ml,330,bottle,4.6,1.5
Camden Hells,Camden Town,Beer,Lager,330,ml,330,can,4.6,1.5
Camden Hells,Camden Town,Beer,Lager,1,pint,568,draught,4.6,2.6
Camden Pale Ale,Camden Town,Beer,Pale Ale,330,ml,330,bottle,4.0,1.3
Camden Pale Ale,Camden Town,Beer,Pale Ale,330,ml,330,can,4.0,1.3
Camden Pale Ale,Camden Town,Beer,Pale Ale,1,pint,568,draught,4.0,2.3
Camerons Brewery Motorhead Road Crew,Camerons Brewery,Beer,Pale Ale,330,ml,330,bottle,5.0,1.7
Camerons Tontine Milk Stout,Camerons Brewery,Beer,Stout,330,ml,330,bottle,4.1,1.4
Caple Rd Cider,Caple Rd,Cider,,330,ml,330,can,5.2,1.7
Carling Cider,Carling,Cider,,1,pint,568,draught,4.5,2.6
Carling Lager,Carling,Beer,Lager,1,pint,568,draught,4.0,2.3
Carlsberg Export,Carlsberg,Beer,Lager,330,ml,330,bottle,4.8,1.6
Carlsberg Export,Carlsberg,Beer,Lager,1,pint,568,draught,4.8,2.7
Carlsberg Lager,Carlsberg,Beer,Lager,330,ml,330,bottle,3.8,1.3
Carlsberg Lager,Carlsberg,Beer,Lager,1,pint,568,draught,3.8,2.2
Carlsberg Special Brew,Carlsberg,Beer,Lager,275,ml,275,bottle,9.0,2.5
Carlsberg Zero,Carlsberg,Beer,Lager,275,ml,275,bottle,0.0,0.0
Celt Chieftain,Celt,Beer,IPA,330,ml,330,bottle,4.3,1.4
Celt House Lager,Celt,Beer,Lager,330,ml,330,bottle,5.0,1.7
Celt Pilsner,Celt,Beer,Lager,330,ml,330,bottle,5.0,1.7
Celt Silures,Celt,Beer,Golden Ale,330,ml,330,bottle,4.6,1.5
Celt Silures Munich Pale Ale,Celt,Beer,Pale Ale,330,ml,330,bottle,4.6,1.5
Ceriux Rubia,Ceriux,Beer,Ale,375,ml,375,bottle,5.4,2.0
Chang Classic Beer,Chang,Beer,Lager,320,ml,320,bottle,5.0,1.6
Charlie Wells Triple Hopped IPA,Charlie Wells,Beer,IPA,330,ml,330,bottle,5.2,1.7
Charlie Wells Triple Hopped IPA,Charlie Wells,Beer,IPA,1,pint,568,draught,5.2,3.0
Chaumet Demi Sec,Chaumet,Cider,Perry,75,cl,750,bottle,5.5,4.1
Chelsea Blonde,The London Beer Factory,Beer,Blonde Ale,330,ml,330,bottle,4.3,1.4
Chelsea Blonde,The London Beer Factory,Beer,Blonde Ale,1,pint,568,draught,4.3,2.4
Chimay Blue Trappist,Chimay,Beer,Lager,33,cl,330,bottle,9.0,3.0
Chimay Gold,Chimay,Beer,Lager,330,ml,330,bottle,4.8,1.6
Chimay Gold,Chimay,Beer,Lager,1,pint,568,draught,4.8,2.7
Chimay Red,Chimay,Beer,Lager,33,cl,330,bottle,7.0,2.3
CiderBoys First Press Traditional Hard Cider,CiderBoys,Cider,,355,ml,355,bottle,5.0,1.8
CiderBoys First Press Traditional Hard Cider,CiderBoys,Cider,,355,ml,355,can,5.0,1.8
CiderBoys First Press Traditional Hard Cider,CiderBoys,Cider,,1,pint,568,draught,5.0,2.8
Cidersmiths Bristol Draught,Cidersmiths,Cider,,500,ml,500,bottle,5.5,2.8
Cidersmiths Harry Masters Jersey Craft Cider,Cidersmiths,Cider,,500,ml,500,bottle,4.5,2.3
Cidersmiths Harry Masters Jersey Craft Cider,Cidersmiths,Cider,,330,ml,330,can,4.5,1.5
Cidersmiths Harry Masters Jersey Craft Cider,Cidersmiths,Cider,,1,pint,568,draught,4.5,2.6
Cidersmiths SixPointSix Craft Cider,Cidersmiths,Cider,,500,ml,500,bottle,6.6,3.3
Cinque,Five Grain,Beer,Lager,330,ml,330,bottle,5.0,1.7
Cinque,Five Grain,Beer,Lager,1,pint,568,draught,5.0,2.8
Cobra,Cobra,Beer,Lager,330,ml,330,bottle,4.8,1.6
Cobra,Cobra,Beer,Lager,660,ml,660,bottle,4.8,3.2
Cobra,Cobra,Beer,Lager,1,pint,568,draught,4.3,2.4
Cobra Zero,Cobra,Beer,Lager,330,ml,330,bottle,0.0,0.0
Collesi Ambrata,Collesi,Beer,Amber Ale,330,ml,330,bottle,7.5,2.5
Collesi Bionda,Collesi,Beer,Blonde Ale,330,ml,330,bottle,6.0,2.0
Collesi Rossa,Collesi,Beer,Red Ale,330,ml,330,bottle,8.0,2.6
Commonside Pale Ale,Belleville,Beer,Pale Ale,330,ml,330,can,5.0,1.7
Coopers Pale Ale,Coopers Brewery,Beer,Pale Ale,375,ml,375,bottle,4.5,1.7
Coors Light,Coors,Beer,Lager,330,ml,330,bottle,4.0,1.3
Coors Light,Coors,Beer,Lager,500,ml,500,can,4.0,2.0
Coors Light,Coors,Beer,Lager,1,pint,568,draught,4.2,2.4
Copse House Cider Landshire Medium,Copse House Cider,Cider,,500,ml,500,bottle,4.5,2.3
Copse House Cider Landshire Medium Dry,Copse House Cider,Cider,,500,ml,500,bottle,6.0,3.0
Cornish Orchards Blush,Cornish Orchards,Cider,,330,ml,330,bottle,4.0,1.3
Cornish Orchards Blush,Cornish Orchards,Cider,,500,ml,500,bottle,4.0,2.0
Cornish Orchards Blush,Cornish Orchards,Cider,Fruit Cider,1,pint,568,draught,4.0,2.3
Cornish Orchards Dry Cider,Cornish Orchards,Cider,,500,ml,500,bottle,5.2,2.6
Cornish Orchards Dry Cider,Cornish Orchards,Cider,,1,pint,568,draught,5.2,3.0
Cornish Orchards Gold,Cornish Orchards,Cider,,500,ml,500,bottle,5.0,2.5
Cornish Orchards Gold,Cornish Orchards,Cider,,330,ml,330,bottle,4.0,1.3
Cornish Orchards Gold,Cornish Orchards,Cider,,1,pint,568,draught,4.5,2.6
Cornish Orchards Heritage Cider,Cornish Orchards,Cider,,500,ml,500,bottle,5.0,2.5
Cornish Orchards Keeper's Meadow,Cornish Orchards,Cider,,500,ml,500,bottle,4.0,2.0
Cornish Orchards Vintage Cider,Cornish Orchards,Cider,,500,ml,500,bottle,7.2,3.6
Corona Extra,Corona,Beer,Lager,355,ml,355,aluminium bottle,4.5,1.6
Corona Extra,Corona,Beer,Lager,330,ml,330,bottle,4.5,1.5
Courage Best Bitter,Courage,Beer,Bitter,1,pint,568,draught,4.0,2.3
Courage Light Ale,Courage,Beer,Light Ale,275,ml,275,bottle,3.2,0.9
Crazy Mountain Amber Ale,Crazy Mountain,Beer,Amber Ale,355,ml,355,bottle,5.3,1.9
Crazy Mountain Amber Ale,Crazy Mountain,Beer,Amber Ale,355,ml,355,can,5.3,1.9
Crazy Mountain Creedence Pilsner,Crazy Mountain,Beer,Lager,355,ml,355,bottle,4.9,1.7
Crazy Mountain Creedence Pilsner,Crazy Mountain,Beer,Lager,355,ml,355,can,4.8,1.7
Crazy Mountain Creedence Pilsner,Crazy Mountain,Beer,Lager,1,pint,568,draught,4.9,2.8
Crazy Mountain Hookiebobb IPA,Crazy Mountain,Beer,IPA,355,ml,355,bottle,6.7,2.4
Crazy Mountain Hookiebobb IPA,Crazy Mountain,Beer,IPA,355,ml,355,can,6.7,2.4
Crazy Mountain Hookiebobb IPA,Crazy Mountain,Beer,IPA,1,pint,568,draught,6.7,3.8
Crazy Mountain Mountain Livin' Pale Ale,Crazy Mountain,Beer,Pale Ale,355,ml,355,bottle,5.2,1.8
Crazy Mountain Mountain Livin' Pale Ale,Crazy Mountain,Beer,Pale Ale,355,ml,355,can,5.7,2.0
Crazy Mountain Mountain Livin' Pale Ale,Crazy Mountain,Beer,Pale Ale,1,pint,568,draught,5.2,3.0
Cubanisto Rum Beer,Cubanisto,Beer,Lager,330,ml,330,bottle,5.9,1.9
Curious Apple,Curious,Cider,,330,ml,330,bottle,5.2,1.7
Curious Apple,Curious,Cider,,330,ml,330,can,5.2,1.7
Curious Brew Lager,Curious,Beer,Lager,330,ml,330,bottle,4.7,1.6
Curious Brew Lager,Curious,Beer,Lager,330,ml,330,can,4.7,1.6
Curious Brew Lager,Curious,Beer,Lager,1,pint,568,draught,4.7,2.7
Curious IPA,Curious,Beer,IPA,330,ml,330,bottle,5.6,1.8
Curious Porter,Curious,Beer,Porter,330,ml,330,bottle,5.0,1.7
Curious Session IPA,Curious Brewery,Beer,IPA,330,ml,330,bottle,4.4,1.5
Curious Session IPA,Curious,Beer,IPA,330,ml,330,can,4.4,1.5
Curious Session IPA,Curious,Beer,IPA,1,pint,568,draught,4.6,2.6
Dark Star Hophead,Dark Star,Beer,Beer,1,pint,568,draught,3.8,2.2
Daura Damm,Damm,Beer,Lager,330,ml,330,bottle,5.4,1.8
Daura Damm,Damm,Beer,Lager,330,ml,330,can,5.4,1.8
Daura Marzen,Damm,Beer,,330,ml,330,bottle,7.2,2.4
Day of the Dead Amber Ale,Day of the Dead,Beer,Amber Ale,330,ml,330,bottle,6.1,2.0
Day of the Dead Heffe,Day of the Dead,Beer,Wheat Beer,330,ml,330,bottle,5.4,1.8
